,epoch,low,high,open,close,volume,date
261,1615118400,50168.37,51342.08,50707.63,51050.0,4005.45048482,2021-03-07 12:00:00
262,1615140000,49712.1,51459.0,51050.0,50978.61,3872.97352232,2021-03-07 18:00:00
263,1615161600,50133.91,51846.5,50976.22,50815.72,4979.7468094,2021-03-08 00:00:00
264,1615183200,49328.62,50980.22,50815.72,50508.8,3940.03593208,2021-03-08 06:00:00
265,1615204800,50147.05,51275.0,50517.52,50815.03,4759.02143884,2021-03-08 12:00:00
266,1615226400,50725.0,52425.0,50822.1,52415.23,5177.48266407,2021-03-08 18:00:00
267,1615248000,51845.01,54444.0,52413.17,54288.08,7922.79138059,2021-03-09 00:00:00
268,1615269600,53265.13,54489.0,54281.69,54260.69,3825.61931802,2021-03-09 06:00:00
269,1615291200,53553.66,54819.91,54261.24,53805.75,5497.04838833,2021-03-09 12:00:00
270,1615312800,53653.46,54936.0,53814.19,54916.38,3931.69045289,2021-03-09 18:00:00
271,1615334400,53025.0,55861.0,54921.61,53674.27,9056.22262362,2021-03-10 00:00:00
272,1615356000,53544.62,55415.83,53674.27,54850.33,3155.00931146,2021-03-10 06:00:00
273,1615377600,54780.0,57184.8,54857.42,56897.04,9168.01935798,2021-03-10 12:00:00
274,1615399200,55510.0,57402.14,56897.03,55890.69,6946.82641635,2021-03-10 18:00:00
275,1615420800,55088.47,56500.0,55888.7,55229.96,4817.64935332,2021-03-11 00:00:00
276,1615442400,54283.0,56279.22,55226.8,56260.76,4376.5220169,2021-03-11 06:00:00
277,1615464000,55763.46,57188.0,56257.74,56851.61,7767.62028951,2021-03-11 12:00:00
278,1615485600,56552.85,58113.0,56838.91,57815.47,7407.42050816,2021-03-11 18:00:00
279,1615507200,56357.58,58065.92,57820.15,57160.98,5410.14005756,2021-03-12 00:00:00
280,1615528800,55835.0,57391.98,57156.0,56481.61,4123.84853503,2021-03-12 06:00:00
281,1615550400,55050.0,57738.62,56478.16,57151.33,7811.46467913,2021-03-12 12:00:00
282,1615572000,56300.0,57675.6,57147.24,57225.91,4415.08496931,2021-03-12 18:00:00
283,1615593600,56083.74,57290.68,57220.84,56731.11,2693.60038124,2021-03-13 00:00:00
284,1615615200,56493.71,60000.0,56731.12,59804.29,6591.57789449,2021-03-13 06:00:00
285,1615636800,59211.0,60415.34,59811.63,60334.74,6676.8971009,2021-03-13 12:00:00
286,1615658400,60000.0,61788.45,60334.73,61178.5,6339.21051238,2021-03-13 18:00:00
287,1615680000,60734.1,61680.0,61181.38,60993.58,3297.35429723,2021-03-14 00:00:00
288,1615701600,59401.0,61091.3,60993.58,60329.61,3178.4248064,2021-03-14 06:00:00
289,1615723200,59291.23,60598.99,60336.8,59722.45,3051.82832557,2021-03-14 12:00:00
290,1615744800,58950.0,60746.27,59722.45,58972.7,4054.36016138,2021-03-14 18:00:00
291,1615766400,58740.0,60601.07,58972.71,59014.32,5165.10197186,2021-03-15 00:00:00
292,1615788000,54568.0,59353.98,59031.8,56184.21,11684.34188494,2021-03-15 06:00:00
293,1615809600,55023.01,57325.0,56182.54,56059.76,9578.85277131,2021-03-15 12:00:00
294,1615831200,55591.51,56947.97,56059.76,55636.15,5223.0952132,2021-03-15 18:00:00
295,1615852800,53221.0,56074.48,55629.08,54019.99,10236.39307741,2021-03-16 00:00:00
296,1615874400,53582.94,56444.0,54020.0,55416.32,4748.75610157,2021-03-16 06:00:00
