,index,epoch,low,high,open,close,volume,date
276,23,1623828600,40162.43,40264.74,40250.06,40227.28,88.88899327,2021-06-16 07:30:00
277,22,1623829500,40056.85,40270.55,40228.0,40133.14,48.81381277,2021-06-16 07:45:00
278,21,1623830400,40112.9,40257.45,40133.14,40236.68,63.97478966,2021-06-16 08:00:00
279,20,1623831300,39930.04,40236.52,40221.99,40028.03,113.20895873,2021-06-16 08:15:00
280,19,1623832200,39985.0,40082.69,40028.02,40064.19,44.92200481,2021-06-16 08:30:00
281,18,1623833100,40028.08,40129.85,40065.57,40048.24,35.78640425,2021-06-16 08:45:00
282,17,1623834000,40001.09,40092.61,40048.23,40007.32,23.01897731,2021-06-16 09:00:00
283,16,1623834900,39900.0,40051.34,40007.32,40039.97,63.11713804,2021-06-16 09:15:00
284,15,1623835800,40028.78,40187.06,40039.96,40145.42,15.91213914,2021-06-16 09:30:00
285,14,1623836700,39929.56,40150.91,40145.42,39966.61,53.75477889,2021-06-16 09:45:00
286,13,1623837600,39828.24,40054.02,39966.61,40003.6,69.95433765,2021-06-16 10:00:00
